147 101
5 7.088775e+00 9.750201e+00 4.483095e+00
6 5.692856e+00 9.750283e+00 3.904516e+00
7 6.595575e+00 9.749983e+00 6.064943e+00
8 5.730407e+00 9.749982e+00 6.079878e+00
11 7.796435e+00 9.750166e+00 4.731304e+00
12 7.384878e+00 9.749983e+00 6.051318e+00
13 1.123191e+01 9.750048e+00 5.543041e+00
14 1.107907e+01 9.749987e+00 5.987549e+00
19 1.421754e+01 9.750015e+00 5.756885e+00
20 1.424389e+01 9.749990e+00 5.932918e+00
23 1.729447e+01 9.750043e+00 5.516159e+00
24 1.741007e+01 9.749993e+00 5.878263e+00
27 1.989766e+01 9.750120e+00 4.935067e+00
28 2.022457e+01 9.749995e+00 5.829679e+00
29 2.248093e+01 9.750248e+00 3.983446e+00
30 2.307493e+01 9.749996e+00 5.784022e+00
197 6.735825e+00 9.750220e+00 4.348200e+00
198 6.385441e+00 9.750240e+00 4.206772e+00
199 6.037745e+00 9.750261e+00 4.058860e+00
200 6.990135e+00 9.750157e+00 4.799465e+00
201 6.891495e+00 9.750114e+00 5.115834e+00
202 6.792855e+00 9.750070e+00 5.432204e+00
203 6.694215e+00 9.750026e+00 5.748574e+00
204 6.307186e+00 9.749982e+00 6.069922e+00
205 6.018797e+00 9.749982e+00 6.074900e+00
206 5.699115e+00 9.750233e+00 4.267076e+00
207 5.705373e+00 9.750183e+00 4.629636e+00
208 5.711632e+00 9.750132e+00 4.992197e+00
209 5.717890e+00 9.750082e+00 5.354757e+00
210 5.724149e+00 9.750032e+00 5.717318e+00
216 7.441461e+00 9.750183e+00 4.610461e+00
217 7.693546e+00 9.750120e+00 5.061308e+00
218 7.590657e+00 9.750074e+00 5.391311e+00
219 7.487767e+00 9.750029e+00 5.721315e+00
220 6.990226e+00 9.749983e+00 6.058131e+00
221 1.084389e+01 9.750057e+00 5.482491e+00
222 1.045711e+01 9.750067e+00 5.414462e+00
223 1.007171e+01 9.750078e+00 5.338978e+00
224 9.687847e+00 9.750090e+00 5.256068e+00
225 9.305653e+00 9.750103e+00 5.165763e+00
226 8.925273e+00 9.750117e+00 5.068097e+00
227 8.546850e+00 9.750132e+00 4.963105e+00
228 8.170524e+00 9.750148e+00 4.850827e+00
229 1.115549e+01 9.750018e+00 5.765295e+00
230 7.754297e+00 9.749984e+00 6.044942e+00
231 8.123716e+00 9.749984e+00 6.038565e+00
232 8.493135e+00 9.749984e+00 6.032188e+00
233 8.862554e+00 9.749985e+00 6.025811e+00
234 9.231973e+00 9.749985e+00 6.019434e+00
235 9.601392e+00 9.749985e+00 6.013057e+00
236 9.970811e+00 9.749986e+00 6.006680e+00
237 1.034023e+01 9.749986e+00 6.000303e+00
238 1.070965e+01 9.749986e+00 5.993926e+00
271 1.384305e+01 9.750015e+00 5.754239e+00
272 1.346868e+01 9.750017e+00 5.744699e+00
273 1.309455e+01 9.750020e+00 5.728269e+00
274 1.272079e+01 9.750024e+00 5.704955e+00
275 1.234751e+01 9.750029e+00 5.674763e+00
276 1.197486e+01 9.750034e+00 5.637705e+00
277 1.160295e+01 9.750041e+00 5.593792e+00
278 1.147467e+01 9.749987e+00 5.980720e+00
279 1.187027e+01 9.749988e+00 5.973891e+00
280 1.226588e+01 9.749988e+00 5.967062e+00
281 1.266148e+01 9.749988e+00 5.960234e+00
282 1.305708e+01 9.749989e+00 5.953405e+00
283 1.345269e+01 9.749989e+00 5.946576e+00
284 1.384829e+01 9.749989e+00 5.939747e+00
299 1.691234e+01 9.750036e+00 5.571772e+00
300 1.652922e+01 9.750030e+00 5.620122e+00
301 1.614525e+01 9.750025e+00 5.661191e+00
302 1.576058e+01 9.750021e+00 5.694963e+00
303 1.537533e+01 9.750018e+00 5.721426e+00
304 1.498964e+01 9.750016e+00 5.740572e+00
305 1.460367e+01 9.750015e+00 5.752393e+00
306 1.463966e+01 9.749990e+00 5.926086e+00
307 1.503544e+01 9.749991e+00 5.919254e+00
308 1.543121e+01 9.749991e+00 5.912422e+00
309 1.582698e+01 9.749991e+00 5.905591e+00
310 1.622275e+01 9.749992e+00 5.898759e+00
311 1.661853e+01 9.749992e+00 5.891927e+00
312 1.701430e+01 9.749992e+00 5.885095e+00
328 1.953077e+01 9.750106e+00 5.038924e+00
329 1.916200e+01 9.750093e+00 5.135886e+00
330 1.879148e+01 9.750082e+00 5.225919e+00
331 1.841933e+01 9.750071e+00 5.308990e+00
332 1.804570e+01 9.750061e+00 5.385071e+00
333 1.767070e+01 9.750052e+00 5.454136e+00
334 2.000663e+01 9.750079e+00 5.233271e+00
335 2.011560e+01 9.750037e+00 5.531475e+00
336 1.776188e+01 9.749993e+00 5.872190e+00
337 1.811370e+01 9.749993e+00 5.866117e+00
338 1.846551e+01 9.749994e+00 5.860044e+00
339 1.881732e+01 9.749994e+00 5.853971e+00
340 1.916913e+01 9.749994e+00 5.847898e+00
341 1.952094e+01 9.749995e+00 5.841825e+00
342 1.987276e+01 9.749995e+00 5.835752e+00
343 2.212013e+01 9.750227e+00 4.140690e+00
344 2.175635e+01 9.750207e+00 4.290924e+00
345 2.138974e+01 9.750187e+00 4.434092e+00
346 2.102042e+01 9.750169e+00 4.570139e+00
347 2.064855e+01 9.750152e+00 4.699016e+00
348 2.027425e+01 9.750135e+00 4.820674e+00
349 2.259973e+01 9.750198e+00 4.343562e+00
350 2.271853e+01 9.750147e+00 4.703677e+00
351 2.283733e+01 9.750097e+00 5.063792e+00
352 2.295613e+01 9.750046e+00 5.423907e+00
353 2.058086e+01 9.749995e+00 5.823972e+00
354 2.093716e+01 9.749995e+00 5.818265e+00
355 2.129346e+01 9.749996e+00 5.812558e+00
356 2.164975e+01 9.749996e+00 5.806851e+00
357 2.200605e+01 9.749996e+00 5.801144e+00
358 2.236234e+01 9.749996e+00 5.795437e+00
359 2.271864e+01 9.749996e+00 5.789730e+00
1318 6.366035e+00 9.750029e+00 5.735939e+00
1319 6.042715e+00 9.750030e+00 5.725385e+00
1320 6.424884e+00 9.750075e+00 5.401957e+00
1321 6.066633e+00 9.750079e+00 5.375871e+00
1322 6.483733e+00 9.750121e+00 5.067975e+00
1323 6.090552e+00 9.750127e+00 5.026357e+00
1324 6.542582e+00 9.750167e+00 4.733993e+00
1325 6.114470e+00 9.750175e+00 4.676842e+00
1326 6.694228e+00 9.750192e+00 4.548922e+00
1327 6.355781e+00 9.750206e+00 4.455524e+00
1328 6.024088e+00 9.750219e+00 4.361453e+00
