100 -0.00142397
110 -0.00146753
120 -0.00147487
130 -0.00151544
140 -0.00133541
150 -0.00131811
160 -0.00141649
170 -0.00150449
180 -0.0015943
190 -0.00163011
200 -0.00171733
210 -0.00174004
220 -0.00175892
230 -0.00182606
240 -0.00187679
250 -0.00187769
260 -0.00208486
270 -0.0020753
280 -0.00213545
290 -0.00231519
300 -0.00247608
310 -0.00254321
320 -0.00264231
